Claim ID,Category,Date,Employee Name,Employee Email,Department,Assigned Manager,Submitted By,Amount,Status,Reviewer,Policy Status,Company ID
20ec3291-87e5-4eaf-84a3-04ac6fcdcd5c,N/A,2026-06-22T07:58:21.412896Z,receipt.test@company.com,,N/A,manager@company.com,cli-user@company.com,700,approved,obamigbade@gmail.com,Within policy,demo_company
240bcd31-fe2f-4a30-b6f1-ee74731edadd,N/A,2026-06-23T00:12:59.128225Z,receipt.test@company.com,,N/A,manager@company.com,cli-user@company.com,700,pending_review,,Within policy,demo_company
25ae0e01-a096-4b51-b6e3-c49e8174a0b7,N/A,2026-06-22T23:04:54.930240Z,fresh.manager.test@company.com,,N/A,manager@company.com,cli-user@company.com,275,pending_review,,Within policy,demo_company
327c3758-9856-484f-8b9e-a9e005159445,N/A,2026-06-23T01:40:46.681462Z,receipt.test@company.com,,N/A,manager@company.com,cli-user@company.com,700,pending_review,,Within policy,demo_company
3ddf7e81-6b24-4317-9d52-7d894e2f5b32,N/A,2026-06-23T01:23:57.902710Z,receipt.test@company.com,,N/A,manager@company.com,cli-user@company.com,700,pending_review,,Within policy,demo_company
3fe6e110-8e5e-4579-b99a-6fffc5a75904,N/A,2026-06-23T00:27:13.523206Z,Bob (meals),,N/A,manager@company.com,cli-user@company.com,45,auto_approved,agent,Within policy,demo_company
4f6d8808-cdcf-4850-900a-8adc54e74ed7,N/A,2026-06-23T00:12:59.395227Z,Bob (meals),,N/A,manager@company.com,cli-user@company.com,45,auto_approved,agent,Within policy,demo_company
533bcdb0-dcf0-4429-82f6-234345337b7b,N/A,2026-06-22T07:58:21.037077Z,Bob (meals),,N/A,manager@company.com,cli-user@company.com,45,auto_approved,agent,Within policy,demo_company
5be3c03f-1703-43b2-96a7-642a5e6608c4,N/A,2026-06-23T00:12:59.357363Z,receipt.test@company.com,,N/A,manager@company.com,cli-user@company.com,700,pending_review,,Within policy,demo_company
6722486c-e2dd-46c2-9aa5-e0c7aee33dfe,N/A,2026-06-22T23:04:54.850307Z,fresh.manager.test@company.com,,N/A,manager@company.com,cli-user@company.com,275,pending_review,,Within policy,demo_company
6a29081a-a173-44f4-be4c-401c10ac6683,N/A,2026-06-23T01:40:45.116484Z,fresh.manager.test@company.com,,N/A,manager@company.com,cli-user@company.com,275,pending_review,,Within policy,demo_company
75d4bc7c-a667-4fee-9ef1-33154e113315,N/A,2026-06-22T23:04:55.049335Z,Bob (meals),,N/A,manager@company.com,cli-user@company.com,45,auto_approved,agent,Within policy,demo_company
79e1e8e7-01c6-41d2-87a9-8e8a6b08ea2f,N/A,2026-06-22T07:58:21.134373Z,Bob (meals),,N/A,manager@company.com,cli-user@company.com,45,auto_approved,agent,Within policy,demo_company
82104f7e-7e20-4c91-8fe1-7ab577845df9,N/A,2026-06-22T23:04:55.264090Z,receipt.test@company.com,,N/A,manager@company.com,cli-user@company.com,700,pending_review,,Within policy,demo_company
8c030586-213d-42b2-a755-38ca23f597df,N/A,2026-06-22T07:58:20.991588Z,fresh.manager.test@company.com,,N/A,manager@company.com,cli-user@company.com,275,approved,manager,Within policy,demo_company
9a87642c-99a5-4129-bb6b-7e5e613c8ed6,N/A,2026-06-22T23:04:55.146932Z,receipt.test@company.com,,N/A,manager@company.com,cli-user@company.com,700,submitted,,Within policy,demo_company
9b4d3b4e-b968-479a-b1aa-0d1cc4afb8d0,N/A,2026-06-22T23:04:55.097470Z,fresh.manager.test@company.com,,N/A,manager@company.com,cli-user@company.com,275,pending_review,,Within policy,demo_company
9fdd9b93-6eb3-47c5-a9cb-37129d4bf2d4,N/A,2026-06-23T00:12:59.027733Z,fresh.manager.test@company.com,,N/A,manager@company.com,cli-user@company.com,275,pending_review,,Within policy,demo_company
a7feb78c-a2be-4f2c-8a92-7ff47710ed60,N/A,2026-06-23T00:27:10.764593Z,fresh.manager.test@company.com,,N/A,manager@company.com,cli-user@company.com,275,submitted,,Within policy,demo_company
abd67197-ae7e-4389-b9d7-8f2ccb240333,N/A,2026-06-23T01:23:57.812791Z,fresh.manager.test@company.com,,N/A,manager@company.com,cli-user@company.com,275,submitted,,Within policy,demo_company
b4133210-452e-46d1-a3c4-431bce9ebf07,N/A,2026-06-23T00:12:59.181472Z,fresh.manager.test@company.com,,N/A,manager@company.com,cli-user@company.com,275,submitted,,Within policy,demo_company
b5db66c1-5afb-4bb9-bef1-280d1a83cea0,N/A,2026-06-23T01:23:57.870264Z,Bob (meals),,N/A,manager@company.com,cli-user@company.com,45,auto_approved,agent,Within policy,demo_company
cda931e3-8e63-4d01-9245-4c5d82e07a01,N/A,2026-06-23T00:27:12.136167Z,receipt.test@company.com,,N/A,manager@company.com,cli-user@company.com,700,submitted,,Within policy,demo_company
d6067054-3f47-4680-8f55-0b9889ef0541,N/A,2026-06-23T00:12:59.288473Z,Bob (meals),,N/A,manager@company.com,cli-user@company.com,45,auto_approved,agent,Within policy,demo_company
d88b1592-a668-4984-b549-14422517d76a,N/A,2026-06-22T23:04:54.982561Z,receipt.test@company.com,,N/A,manager@company.com,cli-user@company.com,700,submitted,,Within policy,demo_company
e2090214-8f50-4c5f-8386-a5ad3625bd05,N/A,2026-06-22T23:04:55.205179Z,Bob (meals),,N/A,manager@company.com,cli-user@company.com,45,auto_approved,agent,Within policy,demo_company
e277875e-2fee-4827-92a7-c5ae99cd4e93,N/A,2026-06-22T07:58:21.075138Z,fresh.manager.test@company.com,,N/A,manager@company.com,cli-user@company.com,275,approved,manager,Within policy,demo_company
ee94bafd-f768-4092-a754-3f689c412b68,N/A,2026-06-23T00:12:59.095854Z,Bob (meals),,N/A,manager@company.com,cli-user@company.com,45,auto_approved,agent,Within policy,demo_company
f614d422-097e-4124-9e3b-fb6bc1ee50b5,N/A,2026-06-23T00:12:59.249029Z,fresh.manager.test@company.com,,N/A,manager@company.com,cli-user@company.com,275,submitted,,Within policy,demo_company
f8a3ef25-094d-4e72-bb28-f7b982c1c4db,N/A,2026-06-23T00:12:59.318082Z,receipt.test@company.com,,N/A,manager@company.com,cli-user@company.com,700,submitted,,Within policy,demo_company
00a41356-9f51-499e-afcc-96ff6c3c1d4d,N/A,2026-06-22T04:57:36.960641Z,fresh.manager.test@company.com,,N/A,manager@company.com,cli-user@company.com,275,rejected,obamigbade@gmail.com,Within policy,demo_company
08997a8e-5e51-4adb-a77f-a3d44ca7ad62,N/A,2026-06-22T04:24:41.021517Z,Bob (meals),,N/A,manager@company.com,cli-user@company.com,45,auto_approved,agent,Within policy,demo_company
08db9559-7bbc-4991-94e8-7efb551e65b6,N/A,2026-06-22T04:13:57.037093Z,fresh.manager.test@company.com,,N/A,manager@company.com,cli-user@company.com,275,rejected,obamigbade@gmail.com,Within policy,demo_company
0c04ef75-c04b-4380-a67d-e5b286fba347,N/A,2026-06-22T04:57:37.064398Z,Bob (meals),,N/A,manager@company.com,cli-user@company.com,45,auto_approved,agent,Within policy,demo_company
1317dd68-1199-4f6a-bf71-0ce112c56f77,N/A,2026-06-22T04:24:38.886670Z,fresh.manager.test@company.com,,N/A,manager@company.com,cli-user@company.com,275,pending_review,,Within policy,demo_company
13e54c09-4bfb-4ccc-b4ba-b14379e9d067,N/A,2026-06-22T06:48:09.395684Z,receipt.test@company.com,,N/A,manager@company.com,cli-user@company.com,700,approved,obamigbade@gmail.com,Within policy,demo_company
13e8edb5-4214-4ead-a644-c3b7b2567118,N/A,2026-06-22T06:14:39.233480Z,Bob (meals),,N/A,manager@company.com,cli-user@company.com,45,auto_approved,agent,Within policy,demo_company
18297144-90eb-4331-ad8a-70012fcfd364,N/A,2026-06-22T06:14:39.066390Z,fresh.manager.test@company.com,,N/A,manager@company.com,cli-user@company.com,275,pending_review,,Within policy,demo_company
1a88c354-3cb9-43f0-b74f-eaaf65e5fab5,N/A,2026-06-22T06:14:39.158134Z,receipt.test@company.com,,N/A,manager@company.com,cli-user@company.com,700,approved,obamigbade@gmail.com,Within policy,demo_company
3210deff-48e1-43cf-9280-ea3d9320e48a,N/A,2026-06-22T07:58:20.836210Z,receipt.test@company.com,,N/A,manager@company.com,cli-user@company.com,700,approved,obamigbade@gmail.com,Within policy,demo_company
3b39244f-3fc4-4432-a589-f3366b52cc02,N/A,2026-06-22T06:14:39.306571Z,fresh.manager.test@company.com,,N/A,manager@company.com,cli-user@company.com,275,pending_review,,Within policy,demo_company
401d09e4-6de8-451d-a3c7-f493b93ecd56,N/A,2026-06-22T04:13:56.917003Z,Bob (meals),,N/A,manager@company.com,cli-user@company.com,45,auto_approved,agent,Within policy,demo_company
40e7a6b0-13cb-4fd3-9f3d-82a02c4b83b1,N/A,2026-06-22T07:58:20.945735Z,receipt.test@company.com,,N/A,manager@company.com,cli-user@company.com,700,approved,obamigbade@gmail.com,Within policy,demo_company
4ff41e64-f209-4b87-9829-75bec44816f3,N/A,2026-06-22T06:48:09.276059Z,Bob (meals),,N/A,manager@company.com,cli-user@company.com,45,auto_approved,agent,Within policy,demo_company
52f399b3-7817-463e-9dc2-d3d7af2c2a75,N/A,2026-06-22T06:48:09.037606Z,fresh.manager.test@company.com,,N/A,manager@company.com,cli-user@company.com,275,approved,manager,Within policy,demo_company
75689efd-1731-411d-9eb2-ab811163c81d,N/A,2026-06-22T06:14:39.546341Z,receipt.test@company.com,,N/A,manager@company.com,cli-user@company.com,700,approved,obamigbade@gmail.com,Within policy,demo_company
7b5c2e0a-9f98-4526-9a21-1cb004651bab,N/A,2026-06-22T04:57:37.114223Z,fresh.manager.test@company.com,,N/A,manager@company.com,cli-user@company.com,275,approved,manager,Within policy,demo_company
86dd948b-ba5a-4d50-978d-7fb8569c8e25,N/A,2026-06-22T04:13:56.990348Z,receipt.test@company.com,,N/A,manager@company.com,cli-user@company.com,700,approved,obamigbade@gmail.com,Within policy,demo_company
98b39ed5-75b9-452c-8803-1efe7edfdaf2,N/A,2026-06-22T06:14:39.464167Z,fresh.manager.test@company.com,,N/A,manager@company.com,cli-user@company.com,275,approved,manager,Within policy,demo_company
9d3918b7-a061-459c-8077-24f7b4769489,N/A,2026-06-22T04:13:56.856428Z,Bob (meals),,N/A,manager@company.com,cli-user@company.com,45,auto_approved,agent,Within policy,demo_company
ad9414c5-1b4f-478f-bf7c-6ea5c8b4cf62,N/A,2026-06-22T06:48:09.212884Z,fresh.manager.test@company.com,,N/A,manager@company.com,cli-user@company.com,275,approved,manager,Within policy,demo_company
ae51ec34-bba8-47cc-86e6-f77771420c5d,N/A,2026-06-22T06:48:09.430269Z,Bob (meals),,N/A,manager@company.com,cli-user@company.com,45,auto_approved,agent,Within policy,demo_company
b1acaf03-3b7c-4c99-8182-79ecbadbef65,N/A,2026-06-22T06:48:09.134198Z,receipt.test@company.com,,N/A,manager@company.com,cli-user@company.com,700,approved,manager,Within policy,demo_company
c4c39040-a888-4e1f-bcf9-097bf5c69dfa,N/A,2026-06-22T04:57:37.013795Z,receipt.test@company.com,,N/A,manager@company.com,cli-user@company.com,700,approved,manager,Within policy,demo_company
d44fea2d-c5bf-4d93-9a87-d85388f00f4b,N/A,2026-06-22T07:58:20.733247Z,fresh.manager.test@company.com,,N/A,manager@company.com,cli-user@company.com,275,approved,manager,Within policy,demo_company
e18e0f39-434a-4355-86ad-61a49147d67b,N/A,2026-06-22T06:14:39.513038Z,Bob (meals),,N/A,manager@company.com,cli-user@company.com,45,auto_approved,agent,Within policy,demo_company
e2f2b0e9-2d6c-4d26-9714-3fd4670b05b4,N/A,2026-06-22T04:13:57.075484Z,receipt.test@company.com,,N/A,manager@company.com,cli-user@company.com,700,approved,manager,Within policy,demo_company
f9ff4781-b7c3-4157-a98f-74dea29c284e,N/A,2026-06-22T04:24:40.167140Z,receipt.test@company.com,,N/A,manager@company.com,cli-user@company.com,700,approved,manager,Within policy,demo_company
fa11d4f4-44b3-4fa2-94ca-e3a1a05f90fd,N/A,2026-06-22T06:48:09.341414Z,fresh.manager.test@company.com,,N/A,manager@company.com,cli-user@company.com,275,approved,manager,Within policy,demo_company
fc63bdc6-3984-412a-9f58-92583f093e74,N/A,2026-06-22T04:57:37.157820Z,receipt.test@company.com,,N/A,manager@company.com,cli-user@company.com,700,approved,manager,Within policy,demo_company
0495bd83-add7-4612-9c53-a48e19de26bf,N/A,2026-06-22T02:41:58.250418Z,receipt.test@company.com,,N/A,manager@company.com,cli-user@company.com,700,approved,obamigbade@gmail.com,Within policy,demo_company
143f5c46-e53f-49fb-8478-a435e22f3ab5,N/A,2026-06-22T02:41:58.116547Z,fresh.manager.test@company.com,,N/A,manager@company.com,cli-user@company.com,275,rejected,obamigbade@gmail.com,Within policy,demo_company
14fb1785-9588-4960-9084-68d026ffb3d8,N/A,2026-06-22T02:47:39.875583Z,Bob (meals),,N/A,manager@company.com,cli-user@company.com,45,auto_approved,agent,Within policy,demo_company
1bb9afc1-c09a-4d4b-8f45-d38d37fb82a0,N/A,2026-06-22T01:15:38.956862Z,fresh.manager.test@company.com,,N/A,manager@company.com,cli-user@company.com,275,rejected,obamigbade@gmail.com,Within policy,demo_company
230bd0ff-203d-411f-b123-2ce35a8119fb,N/A,2026-06-22T01:15:39.379785Z,fresh.manager.test@company.com,,N/A,manager@company.com,cli-user@company.com,275,pending_review,,Within policy,demo_company
2d953cf6-f318-494a-afb0-93008cf30f6c,N/A,2026-06-22T03:01:16.187701Z,receipt.test@company.com,,N/A,manager@company.com,cli-user@company.com,700,approved,obamigbade@gmail.com,Within policy,demo_company
3ba80516-3cbf-448f-aedd-57139658842a,N/A,2026-06-22T01:15:38.970159Z,receipt.test@company.com,,N/A,manager@company.com,cli-user@company.com,700,pending_review,,Within policy,demo_company
3f12546e-1baa-458c-bb78-63215b68ff12,N/A,2026-06-22T02:41:45.414154Z,Bob (meals),,N/A,manager@company.com,cli-user@company.com,45,auto_approved,agent,Within policy,demo_company
404d9937-2038-4240-9e30-82cdc40938f5,N/A,2026-06-22T01:15:39.782850Z,fresh.manager.test@company.com,,N/A,manager@company.com,cli-user@company.com,275,pending_review,,Within policy,demo_company
44fb323c-c52e-4449-a532-e215df976278,N/A,2026-06-22T02:55:32.315393Z,fresh.manager.test@company.com,,N/A,manager@company.com,cli-user@company.com,275,approved,obamigbade@gmail.com,Within policy,demo_company
4690a59c-b304-41e4-a209-bcec4966a5ff,N/A,2026-06-22T02:41:45.107972Z,Bob (meals),,N/A,manager@company.com,cli-user@company.com,45,auto_approved,agent,Within policy,demo_company
472b6083-f9c3-4d48-8f07-d3e60a2b8989,N/A,2026-06-22T02:41:45.289494Z,Bob (meals),,N/A,manager@company.com,cli-user@company.com,45,auto_approved,agent,Within policy,demo_company
4a25528c-8b2d-452e-8bbe-48018c69a17e,N/A,2026-06-21T22:56:50.097726Z,Bob (meals),,N/A,manager@company.com,cli-user@company.com,45,auto_approved,agent,Within policy,demo_company
79b0b89e-997e-445e-b1f4-d61dbe29a9ef,N/A,2026-06-22T02:41:44.981821Z,fresh.manager.test@company.com,,N/A,manager@company.com,cli-user@company.com,275,approved,manager,Within policy,demo_company
8379e55d-de6e-4076-8f08-adb122920680,N/A,2026-06-22T02:47:37.876329Z,receipt.test@company.com,,N/A,manager@company.com,cli-user@company.com,700,approved,obamigbade@gmail.com,Within policy,demo_company
85f5765b-3310-45e7-992c-aafb729f506e,N/A,2026-06-22T03:01:15.345137Z,fresh.manager.test@company.com,,N/A,manager@company.com,cli-user@company.com,275,approved,manager,Within policy,demo_company
9ef0d76e-7033-4065-b502-4628cf5b8a31,N/A,2026-06-22T04:13:56.787377Z,fresh.manager.test@company.com,,N/A,manager@company.com,cli-user@company.com,275,approved,manager,Within policy,demo_company
a4b2846c-f272-4dbd-9718-94726ee09e54,N/A,2026-06-22T01:15:39.701699Z,receipt.test@company.com,,N/A,manager@company.com,cli-user@company.com,700,approved,manager,Within policy,demo_company
aed0aa78-0441-4d54-bfab-c84097c7bc89,N/A,2026-06-22T03:01:17.548295Z,Bob (meals),,N/A,manager@company.com,cli-user@company.com,45,auto_approved,agent,Within policy,demo_company
affbcb8d-3f2c-4fc4-a28e-24d9b46af118,N/A,2026-06-21T22:56:47.215028Z,fresh.manager.test@company.com,,N/A,manager@company.com,cli-user@company.com,275,pending_review,,Within policy,demo_company
b6ed4d41-ac1e-4a0b-8014-40628f184ee2,N/A,2026-06-22T02:41:45.188066Z,receipt.test@company.com,,N/A,manager@company.com,cli-user@company.com,700,approved,manager,Within policy,demo_company
c80caad5-f9bb-405a-85a3-36ff5e0746f8,N/A,2026-06-22T01:15:39.322961Z,receipt.test@company.com,,N/A,manager@company.com,cli-user@company.com,700,approved,manager,Within policy,demo_company
d6adccfb-0f2c-4bfd-bb68-4dc79903c998,N/A,2026-06-22T02:55:32.997879Z,receipt.test@company.com,,N/A,manager@company.com,cli-user@company.com,700,approved,manager,Within policy,demo_company
d9839660-e7e6-4f70-bea4-fa600fdf56c6,N/A,2026-06-22T02:41:44.779519Z,fresh.manager.test@company.com,,N/A,manager@company.com,cli-user@company.com,275,approved,manager,Within policy,demo_company
df1603fd-6eae-4ee1-8c3f-caeebe79c551,N/A,2026-06-21T22:56:48.109645Z,receipt.test@company.com,,N/A,manager@company.com,cli-user@company.com,700,approved,manager,Within policy,demo_company
e55a3f03-ef28-4d03-8bb1-b3d4aa2c8678,N/A,2026-06-22T02:55:34.336354Z,Bob (meals),,N/A,manager@company.com,cli-user@company.com,45,auto_approved,agent,Within policy,demo_company
ef66b4ef-68f2-4f49-b4a2-e7a2afc8e3c4,N/A,2026-06-22T02:47:36.939870Z,fresh.manager.test@company.com,,N/A,manager@company.com,cli-user@company.com,275,approved,manager,Within policy,demo_company
f8ad6196-1f8d-4619-bf96-00ae97d6aa34,N/A,2026-06-22T01:15:39.234344Z,Bob (meals),,N/A,manager@company.com,cli-user@company.com,45,auto_approved,agent,Within policy,demo_company
fc0d78cd-bd6f-41c8-8376-3b0ec520cdb8,N/A,2026-06-22T01:15:39.145162Z,Bob (meals),,N/A,manager@company.com,cli-user@company.com,45,auto_approved,agent,Within policy,demo_company
fcb4d840-2832-4e38-8472-3395ea0a6783,N/A,2026-06-22T02:41:45.370673Z,receipt.test@company.com,,N/A,manager@company.com,cli-user@company.com,700,approved,manager,Within policy,demo_company
18028a83-68ec-4004-9fd0-1f3fd2d52b61,N/A,2026-06-21T21:18:51.804296Z,receipt.test@company.com,,N/A,manager@company.com,cli-user@company.com,700,rejected,obamigbade@gmail.com,Within policy,demo_company
1f93a235-a997-4a3e-b599-5918b30ecfcf,N/A,2026-06-21T19:40:36.827757Z,receipt.test@company.com,,N/A,manager@company.com,cli-user@company.com,700,approved,obamigbade@gmail.com,Within policy,demo_company
26d8696b-57b4-4965-8525-961f89184a25,N/A,2026-06-21T21:31:26.511322Z,fresh.manager.test@company.com,,N/A,manager@company.com,cli-user@company.com,275,pending_review,,Within policy,demo_company
29585f2d-5b49-459f-a2cd-18231ff48a27,N/A,2026-06-21T21:18:51.917422Z,receipt.test@company.com,,N/A,manager@company.com,cli-user@company.com,700,pending_review,,Within policy,demo_company
3ec0a062-2f60-4716-be41-a37a93e586c2,N/A,2026-06-21T21:18:51.513580Z,receipt.test@company.com,,N/A,manager@company.com,cli-user@company.com,700,pending_review,,Within policy,demo_company
4ac4e3f6-0b4f-4638-88f2-62ba47e0d1bf,N/A,2026-06-21T22:56:14.523656Z,Bob (meals),,N/A,manager@company.com,cli-user@company.com,45,auto_approved,agent,Within policy,demo_company
4cb928d2-5202-4cf0-8cbb-5428fb364ebc,N/A,2026-06-21T21:18:51.594883Z,Bob (meals),,N/A,manager@company.com,cli-user@company.com,45,auto_approved,agent,Within policy,demo_company
4cf2ec9b-adb4-4edc-822d-e51c9f0088b8,N/A,2026-06-21T21:51:20.857615Z,receipt.test@company.com,,N/A,manager@company.com,cli-user@company.com,700,pending_review,,Within policy,demo_company
4dd322b2-345b-46cb-b144-6bb0f0f5c443,N/A,2026-06-21T21:18:51.702158Z,Bob (meals),,N/A,manager@company.com,cli-user@company.com,45,auto_approved,agent,Within policy,demo_company
51b0bdce-de18-4ebb-bd6d-84bdb2955785,N/A,2026-06-21T19:40:37.075432Z,receipt.test@company.com,,N/A,manager@company.com,cli-user@company.com,700,pending_review,,Within policy,demo_company
699d3712-df9b-4859-b67c-5d337ab0eb57,N/A,2026-06-21T19:40:36.994164Z,Bob (meals),,N/A,manager@company.com,cli-user@company.com,45,auto_approved,agent,Within policy,demo_company
6f2c9699-103f-4f3a-a501-790b16df3fa3,N/A,2026-06-21T19:40:36.915854Z,fresh.manager.test@company.com,,N/A,manager@company.com,cli-user@company.com,275,pending_review,,Within policy,demo_company
71507e70-38a1-4838-b688-46878f9099cc,N/A,2026-06-21T19:40:36.631417Z,fresh.manager.test@company.com,,N/A,manager@company.com,cli-user@company.com,275,pending_review,,Within policy,demo_company
7431b461-b3c2-4f7b-831e-52b28da8486a,N/A,2026-06-21T18:28:21.167191Z,receipt.test@company.com,,N/A,manager@company.com,cli-user@company.com,700,pending_review,,Within policy,demo_company
7644a454-1647-4d4e-938f-c0db0d7d0922,N/A,2026-06-21T21:51:21.772246Z,Bob (meals),,N/A,manager@company.com,cli-user@company.com,45,auto_approved,agent,Within policy,demo_company
8c2f709e-8ff1-42d0-bd91-08182d995727,N/A,2026-06-21T21:18:51.304573Z,fresh.manager.test@company.com,,N/A,manager@company.com,cli-user@company.com,275,pending_review,,Within policy,demo_company
9a54d38e-0750-4a0e-aa1f-69b6e90d7793,N/A,2026-06-21T18:57:36.620888Z,fresh.manager.test@company.com,,N/A,manager@company.com,cli-user@company.com,275,rejected,obamigbade@gmail.com,Within policy,demo_company
a3ad26b3-4220-490e-ae82-e417732d1823,N/A,2026-06-21T21:31:28.700000Z,Bob (meals),,N/A,manager@company.com,cli-user@company.com,45,auto_approved,agent,Within policy,demo_company
